source_index,target_index,source_entity,target_entity,type,count
prominence,C0596790,prominence,interstitial,located_at,294
C0205322,C0439775,persistent,elevation,modify,172
C0205090,C0205099,right,central,modify,172
C0016658,C0008913,fracture,clavicle,located_at,178
previously,C0582103,previous,examination,modify,172
C1272706,C0556030,interval,repositioning,modify,172
C0205194,C0449774,coarse,pattern,modify,171
C0521530,C0004144,consolidation,atelectasis,suggestive_of,202
C0442739,C0521530,unchanged,consolidation,modify,171
remainder,C0024109,remainder,lungs,modify,170
C1705504,C0441889,tip,level,located_at,170
C0013990,C0817096,emphysema,chest,located_at,169
C0449584,C1184146,opacification,basilar,located_at,174
likely,C0013687,likely,effusion,modify,168
prominent,C0029053,prominent,opacities,modify,168
C0205093,C1547011,lateral,aspect,modify,168
C0205307,C0449830,normal,configuration,modify,167
C0175722,C0000726,clips,abdomen,located_at,173
C0336867,C0182537,balloon,pump,located_at,174
C1705504,C0011980,tip,diaphragm,located_at,167
C0238767,C0796494,bilateral,lobe,modify,166
C0205178,C2607943,acute,findings,modify,166
C0592511,C0085590,epidural,catheter,located_at,282
C0205095,costophrenic,posterior,costophrenic,modify,166
C0449584,C0521530,opacification,consolidation,suggestive_of,166
C0522501,C0018800,marked,cardiomegaly,modify,166
C0008767,C0032225,scarring,pleural,located_at,173
blunting,costophrenic,blunting,costophrenic,located_at,166
clear,fields,clear,fields,modify,165
C0020164,C0018670,humeral,head,located_at,168
C0205277,C0302908,loculated,fluid,modify,165
C0443246,C0018792,left,atrial,modify,165
tiny,C0013687,tiny,effusion,modify,165
C0021102,C0817096,placement,chest,located_at,164
C0205090,bibasilar,right,bibasilar,modify,162
grossly,clear,grossly,clear,modify,162
C0475311,C0817096,port,chest,located_at,188
C0700364,C0817096,appearance,chest,located_at,161
C0038969,C0520510,suture,material,located_at,169
prominence,C0522501,prominence,markings,located_at,169
C0442822,C0032326,trace,pneumothorax,modify,160
C0443246,C0441987,left,side,modify,160
C0238767,C0037004,bilateral,shoulders,modify,159
C0302908,C1516698,fluid,collection,located_at,202
C0205297,C0178587,nodular,density,modify,158
C0005910,C0175730,weighted,tube,modify,158
sharp,sulci,sharp,sulci,modify,158
C0029053,C0934569,opacity,hemithorax,located_at,156
C0205108,C0014876,distal,esophagus,modify,156
hazy,C0449584,hazy,opacification,modify,156
C1516698,C0032225,collections,pleural,located_at,182
C0025080,C0018827,device,ventricular,located_at,160
C1547225,C0392747,mild,changes,modify,155
C0205249,C0016658,healed,fractures,modify,155
C0178587,C0024109,density,lung,located_at,159
associated,C0013687,associated,effusion,modify,155
C0175730et,C0175730,et tube,tube,modify,154
C0185792,C0038969,sternotomy,sutures,located_at,161
C1547225,C0205217,mild,increase,modify,153
C0750532,C0205217,mildly,increased,modify,153
C0443246,C0037004,left,shoulder,modify,153
fifth,C0035561,fifth,rib,modify,153
C0205090,C0205150,right,hilar,modify,152
two,C0180499,two,drains,modify,152
C0038257,C0332835,stent,graft,located_at,159
C0227952,ij,sheath,ij,located_at,170
C0184511,C0013687,improved,effusion,modify,150
C0021102,C0180499,placement,drain,located_at,150
grossly,C0205360,grossly,stable,modify,149
previously,described,previously,described,modify,149
C0015252,C0205132,removal,line,located_at,149
C0019270,hiatal,hernia,hiatal,located_at,151
C0205219,C0013604,diffuse,edema,modify,148
C0205217,C0521530,increased,consolidation,modify,148
C0332466,C1523994,fusion,hardware,modify,150
sharp,C0205143,sharp,angles,modify,147
similar,C0733755,similar,position,modify,147
C0035139,C0184252,replacement,valve,located_at,172
C0444764,C0175730,coiled,tube,modify,150
C1523994,C0521329,hardware,spinal,located_at,158
C0521530,C0032285,consolidation,pneumonia,suggestive_of,146
subsequent,C0582103,subsequent,examination,modify,146
C0238767,C0449774,bilateral,pattern,modify,146
C0205090,C0332469,right,fissure,modify,146
partially,C0205277,partially,loculated,modify,145
C0205090,C0027530,right,neck,modify,145
C1705504,brachiocephalic,tip,brachiocephalic,located_at,145
C0733755,C0085590,positioning,catheter,located_at,160
C0441994,svc,lower,svc,modify,144
ct,C0441633,ct,scan,modify,144
C0179740,C0446516,picc,arm,located_at,144
C0475806,C0205197,near,complete,modify,143
C0085590,C0018792,catheter,atrium,located_at,143
C0205360,C0020564,stable,enlargement,modify,143
C0205250,C1269845,elevated,hemidiaphragm,modify,194
C0205265,C1306645,initial,radiograph,modify,143
fourth,C0035561,fourth,rib,modify,142
C0017110,C0012359,gaseous,distention,modify,142
C0205277,C0032326,loculated,pneumothorax,modify,142
C0009450,C1184743,infectious,process,modify,142
C0205090,C0037004,right,shoulder,modify,141
C0205090,C0025066,right,mediastinum,modify,141
grossly,C0678594,grossly,structures,modify,141
C1609982,C0029053,residual,opacity,modify,140
C1272706,C0332523,interval,retraction,modify,140
C1547225,C0205400,mild,thickening,modify,140
C0205093,C0016538,lateral,projection,modify,138
C0205217,C0032326,increase,pneumothorax,modify,139
prominent,C4068833,prominent,vascularity,modify,137
C1705504,C0447122,tip,vena,located_at,137
C0006660,C0018188,calcified,granuloma,modify,137
C0441889,C0008913,level,clavicles,located_at,138
C0013687,C0024109,effusion,lung,located_at,136
C0205231,C0013990,extensive,emphysema,modify,136
C0521530,areas,consolidation,areas,located_at,138
bilaterally,C0024109,bilaterally,lungs,modify,135
C0442739,C0449830,unchanged,configuration,modify,137
lead,C0018827,lead,ventricle,located_at,139
C0085590,svc,catheter,svc,located_at,134
prominence,C0024109,prominence,pulmonary,located_at,134
C0443246,C0025066,left,mediastinum,modify,134
C0205191,C0012634,chronic,disease,modify,133
C0443246,perihilar,left,perihilar,modify,132
C0205090,C0442143,right,paratracheal,modify,132
second,C1306645,second,x-ray,modify,131
C0392747,C0038293,changes,sternum,located_at,131
lead,C3470541,lead,pacer,located_at,144
C0205284,C0086296,margin,film,located_at,130
C0332523,C0032225,retraction,pleural,located_at,141
C4697772,C0184252,bioprosthetic,valve,modify,130
C1609982,C0013687,residual,effusion,modify,130
C0175730,C0040578,tube,trachea,located_at,131
C0018787,C0449830,cardiac,configuration,modify,171
C0442739,C0024109,unchanged,lungs,modify,129
C0205360,C0449830,stable,configuration,modify,129
C0443246,C0810633,left-sided,pacemaker,modify,128
C0449584,C0013687,opacification,effusion,suggestive_of,128
C0008767,C0024109,scarring,lung,located_at,128
C0205178,C0016658,acute,fracture,modify,128
aeration,C0796494,aeration,lobe,located_at,127
subsequent,C0086296,subsequent,film,modify,126
C0012634,C1883067,disease,space,located_at,131
new,C0205132,new,line,modify,126
C0700364,C0024109,appearance,lungs,located_at,127
C0024090,C0037949,lumbar,spine,located_at,126
C0443246,pigtail,left,pigtail,modify,126
C0205219,prominence,diffuse,prominence,modify,126
similar,C0029053,similar,opacities,modify,126
C0439794,C0449584,dense,opacification,modify,125
C0810633,C0677535,pacemaker,wall,located_at,130
redemonstration,C0032326,redemonstration,pneumothorax,modify,125
blunting,C0008767,blunting,scarring,suggestive_of,127
C1272706,C0441478,interval,advancement,modify,126
C0013990,C0027530,emphysema,neck,located_at,125
C0038257,C0003483,stent,aortic,located_at,150
C0441994,C0027530,lower,neck,modify,124
C0205277,C0449432,loculated,component,modify,125
C0443246,C0020164,left,humeral,modify,124
C0442739,C0179740C0205132,unchanged,picc line,modify,124
C0443246,C0085590,left-sided,catheter,modify,124
C0085590,C1413046,catheter,cava,located_at,124
C1265611,C0302908,amount,fluid,modify,124
C0012359,C0038351,distention,stomach,located_at,136
C0849355,C0205132,removed,line,located_at,123
redemonstration,C0016658,redemonstration,fractures,modify,123
C0085590,C0032225,catheter,pleural,located_at,226
C0441994,C0449468,lower,volumes,modify,124
C0205090,C1542147,right,main,modify,124
C1705504,C0444598,tip,mid,located_at,126
C0543467,C0180499,surgical,drain,modify,124
aicd,C0677535,aicd,wall,located_at,122
C0036525,C0012634,metastatic,disease,located_at,122
similar,C0449830,similar,configuration,modify,122
expected,C0450429,expected,location,modify,121
C0243107,C0029053,development,opacity,modify,121
C0442808,C0013604,increasing,edema,modify,121
C0205210,C1707520,clinical,correlation,modify,121
C1282910,svc,upper,svc,modify,121
biapical,C0032225,biapical,pleural,modify,121
C0332490,C0029053,rounded,opacity,modify,120
C0475210,C1282910,cm,above,modify,119
C0205360,C1523994,stable,equipment,modify,119
C0029053,C1440080,opacities,alveolar,located_at,126
C0332152,ct,prior,ct,modify,118
C0205090,C0085590,right,catheter,modify,121
C0205217,aeration,increased,aeration,modify,118
C0443157,C0817096,bony,thorax,modify,118
C0005978,C0038969,wire,sutures,located_at,128
associated,C0029053,associated,opacity,modify,117
mainstem,C0006255,mainstem,bronchus,located_at,117
C0522501,C0442800,markedly,enlarged,modify,118
C0205307,hila,unremarkable,hila,modify,117
remains,C0175730,remains,tube,modify,116
C0029053,zones,opacities,zones,located_at,116
new,C0032326,new,pneumothorax,modify,116
bibasilar,airspace,bibasilar,airspace,modify,116
consolidations,C0024109,consolidations,lungs,located_at,116
C0700321,C0392747,little,change,modify,116
C0449911,C0000726,view,abdomen,located_at,117
C0032326,C1184146,pneumothorax,basilar,located_at,135
C0011127,C0449911,decubitus,view,modify,115
C0443246,C0027530,left,neck,modify,115
lead,C0018792,lead,atrium,located_at,117
C0456389,C0439801,size,limits,modify,228
C0205217,C0004144,increased,atelectasis,modify,116
C0017110,C0443315,gas,subcutaneous,located_at,132
C0243107,C0013687,development,effusion,modify,114
C0442800,cardiomediastinal,enlarged,cardiomediastinal,modify,114
C0750532,C0184511,mildly,improved,modify,114
C0543467,C0524724,surgical,staples,modify,116
C0085590,C0817096,catheter,chest,located_at,116
C0744316,C0205144,gastroesophageal,junction,located_at,112
C1705504,C0014876,tip,esophagus,located_at,112
C0442739,C0004144,unchanged,atelectasis,modify,112
C0439064,C0180499,multiple,drains,modify,112
previously,demonstrated,previously,demonstrated,modify,112
C0449584,C1440080,opacification,alveolar,located_at,166
C1705504,C0040578,tip,trachea,located_at,111
C0521324,C0678594,skeletal,structures,located_at,111
innominate,C0042449,innominate,vein,located_at,112
C0700321,C0029053,small,opacities,modify,111
C0205219,C0449584,diffuse,opacification,modify,110
C0332271,C0521530,worsening,consolidation,modify,110
C0521530,C0009450,consolidation,infection,suggestive_of,142
C0543467,C0038969,surgical,sutures,modify,110
quadrant,C0000726,quadrant,abdomen,located_at,122
C0006660,C0817096,calcifications,thoracic,located_at,109
remains,silhouette,remains,silhouette,modify,109
sided,C0032326,sided,pneumothorax,modify,109
C0029053,C0032225,opacities,pleural,located_at,121
serial,C1306645,serial,radiographs,modify,108
C0205229,C0024109,expanded,lungs,located_at,110
C0443246,C0929176,left,hilum,modify,108
C0332152,C0086296,prior,film,modify,108
C0205082,C0332469,major,fissure,modify,108
blunting,C0205400,blunting,thickening,suggestive_of,108
C0040590,C0520453,tracheostomy,cannula,modify,148
C0205408,C0029053,vague,opacity,modify,108
C3668885,peribronchial,cuffing,peribronchial,located_at,132
C1522577,C0582103,follow-up,examination,modify,107
C0175722,C0817096,clips,chest,located_at,110
C0021102,C0599554,placement,endotracheal,located_at,109
ground,C0017596,ground,glass,modify,106
C0085590,C0934569,catheter,hemithorax,located_at,106
C0205234,C0012634,focal,disease,modify,106
C1517945,C0024109,loss,lung,located_at,106
C0029053,C0009938,opacity,contusion,suggestive_of,106
zones,C0024109,zones,lung,located_at,184
C0029053,C1522410,opacity,apex,located_at,106
C0018787,C0332835,heart,transplant,located_at,135
projects,C1705504,projects,tip,modify,105
C0392747,C0934569,changes,hemithorax,located_at,105
C0029053,C0019080,opacities,hemorrhage,suggestive_of,105
C0036974,C0796494,collapse,lobe,located_at,105
C0439064,C0000768,multiple,deformities,modify,105
C0442739,C0678594,unchanged,structures,modify,107
aicd,C0025080,aicd,device,modify,108
C1279919,C0521530,early,consolidation,modify,104
C0334129,C0392747,fibrotic,changes,modify,104
sided,C0035561,sided,rib,modify,104
C0522015,C0817096,upright,chest,modify,104
C0442739,C1523994,unchanged,hardware,modify,104
C0178587,retrocardiac,density,retrocardiac,located_at,107
C0012634,C0796494,disease,lobe,located_at,103
stranding,C0029053,stranding,opacities,modify,103
C0577559,C0024109,mass,lung,located_at,103
C0750502,C0013604,significant,edema,modify,102
remains,C0442800,remains,enlarged,modify,102
C0556030,C0175730,repositioning,tube,located_at,102
C0238767,C0012634,bilateral,disease,modify,102
free,C0001861,free,air,modify,102
C0441994,C0934569,lower,hemithorax,modify,102
C1547225,C0184511,mild,improvement,modify,102
C1523994,C0037949,hardware,spine,located_at,102
C0442800,C0013687,enlarging,effusion,modify,103
bilaterally,clear,bilaterally,clear,modify,102
C1705504,C0205284,tip,margin,located_at,102
C0522501,C0392756,marked,decrease,modify,112
cephalization,C0005847,cephalization,vasculature,located_at,103
C0205322,C0205251,persistent,low,modify,101
C0205219,airspace,diffuse,airspace,modify,101
C0443246,aicd,left-sided,aicd,modify,101
lead,aicd,lead,aicd,located_at,131
C0442739,C0180499,unchanged,drain,modify,101
C0442739,C2607943,unchanged,findings,modify,118
first,C1306645,first,radiograph,modify,100
C0205132,C0178587,linear,density,modify,101
C1184146,airspace,basilar,airspace,located_at,100
C0577559,C0796494,mass,lobe,located_at,100
C0205191,C0000768,chronic,deformities,modify,100
C0029053,C0012634,opacities,disease,suggestive_of,100
terminating,C0175730,terminating,tube,modify,110
C0006660,C0746922,calcified,nodes,modify,100
C1514893,C0013687,resolution,effusion,suggestive_of,100
aerated,C0024109,aerated,lung,modify,101
C0439801,C0449911,limited,view,modify,99
C0449584,C0013604,opacification,edema,suggestive_of,99
C0687676,C0185792,post,sternotomy,modify,99
C0442739,C0175722,unchanged,clips,modify,99
outflow,C1185740,outflow,tract,modify,98
ij,C0205099,ij,central,modify,101
C0085590,C0024109,catheter,pulmonary,located_at,99
C0205189,C0018800,borderline,cardiomegaly,modify,98
lucency,C0032326,lucency,pneumothorax,suggestive_of,98
C1547225,C0439775,mild,elevation,modify,98
C0332459,C0016658,compression,fractures,modify,98
C0085590,C0447122,catheter,vena,located_at,98
C0205360,C0179740,stable,picc,modify,98
osteopenic,C0262950,osteopenic,bones,located_at,97
remaining,C0175730,remaining,tubes,modify,97
C0032326,C1522410,pneumothorax,apex,located_at,96
redemonstration,C0013604,redemonstration,edema,modify,96
C0746591,C0184252,mitral,valve,located_at,178
C0442739,C0810633,unchanged,pacemaker,modify,96
C0238767,C0035561,bilateral,rib,modify,96
C0021925,C0175730,intubation,tube,located_at,96
C0439064,C0028259,multiple,nodules,modify,95
indistinctness,C0013604,indistinctness,edema,suggestive_of,95
cardiogenic,C0013604,cardiogenic,edema,modify,96
C0205246,C0029453,generalized,osteopenia,modify,95
C0024109,apices,lung,apices,located_at,114
C0017596,C0029053,glass,opacity,modify,94
C0449584,airspace,opacification,airspace,located_at,103
C1547225,C0020564,mild,enlargement,modify,94
C0205094,C0035561,anterior,rib,modify,94
C0205090,mainstem,right,mainstem,modify,94
slightly,C0205251,slightly,low,modify,93
C0750532,C4068863,mildly,tortuous,modify,93
C1282910,C0934569,upper,hemithorax,modify,93
C3714811,C0013687,resolved,effusion,modify,93
C0205117,C0004144,adjacent,atelectasis,modify,92
C0178587,C0178499,density,base,located_at,92
C0205108,svc,distal,svc,modify,92
C0205231,C0029053,extensive,opacities,modify,92
essentially,C0442739,essentially,unchanged,modify,92
C0205132,C0008767,linear,scarring,modify,92
C0521530,C1883067,consolidation,space,located_at,131
C1517945,C0934569,loss,hemithorax,located_at,92
C5570774,C0025066,rightward,mediastinal,modify,91
superimposed,C0009450,superimposed,infection,modify,91
C0238767,hila,bilateral,hila,modify,91
third,C0035561,third,ribs,modify,91
C1514893,C0032326,resolution,pneumothorax,located_at,91
C0332271,C0013687,worsening,effusion,modify,91
C0205093,costophrenic,lateral,costophrenic,modify,90
C0238767,parenchymal,bilateral,parenchymal,modify,90
